序号,日期,航煤90%回收温度,FI10201,TI10503,TE10310,TI10403,TI10406A,TI10408A,TI10409A,TI10411A,TI10412A,TI10413A,TI10414A,TI10425,PDI10404,TI10405,TI10417A,TI10419A,TI10421A,PDI10405,PI10602,FI10601,FI10706,FI10801,FI11006,FI20102,FI20105,FI20104,PI20301,FI20302,FI20301,TE20315,FI20501,TE20304,FI20402,FI20304,TE20302,FI20605,TE20305,TE20303,TE20402,PI20701,FI20701,TI20801,FI20901
2493,2020/12/10 15:00,254,265.3891602,345.4749756,442.1871643,374.9208679,384.5400085,401.0138245,383.4823608,402.3223267,395.2870483,403.5638123,412,404.5800171,256.479187,390.607666,392.7223511,387.6376343,390.9299927,220.3218079,2.738698006,153.6286469,26.08205032,84.02758789,63522.37109,28.42362022,229.0983734,25.71125603,0.048625197,110.1508026,2.509469748,305,164.190506,177.312912,40.21485138,35.22116089,212.6999969,82.28671265,215.1612549,213.1000061,206.5,0.944092691,24.85611916,71.65612793,41.27550888
2494,2020/12/10 20:00,255,260.1892395,345.7749939,444.1551514,375.5699768,385.4699707,402.0644531,384.1500244,402.7544556,395.3278198,403.4578247,412,404.3399963,248.9638519,390.1876831,391.4801331,386.833374,391.3378296,214.6489716,2.740059376,149.0351563,26.07547188,84.98468781,59825.35156,28.07533836,227.0631104,25.9259491,0.046872083,109.3633194,2.50049305,306.5,161.9120178,177.3150177,40.24360657,34.56194687,210.1549377,81.85051727,213.3699646,211.9849701,205.6999969,0.937518775,25.04441071,71.33503723,39.22797012
2495,2020/12/11 8:00,261,260.8223267,344.9750061,445.6170654,375.5801697,385.4400024,401.5952759,385.1502075,404.039978,394.6160278,402.8796387,412,403.4400024,241.6184387,389.3999939,389.6898193,383.9100037,390.5100098,222.5127258,2.729626656,151.0594635,25.98857498,80.49367523,58699.85547,28.00530052,226.6914063,24.39997673,0.044309672,108.4979553,2.517343521,306.1000061,151.9646149,177.1999969,40.47438812,33.26930618,213.6000061,81.87541962,215.6828766,214.2314758,207.8999939,0.941624999,25.15040779,71.64599609,36.92757416
2496,2020/12/11 12:00,260,259.7191467,344.9630737,443.9175415,375.3247681,385.4895325,401.4195251,385.2209473,403.8900146,394.5823364,402.7957153,412,403.3799744,241.8555298,389.4756775,389.4666138,383.9100037,390.6599731,223.7270203,2.734999895,152.0136719,26.04801178,80.65517426,59308.05469,27.37196159,224.3449402,24.89165878,0.044934146,108.6236725,2.509299994,306.917511,154.2552948,176.5,39.30025864,30.48371315,213.3824005,78.94052124,216.1999969,214.5999908,208.4175262,0.942125022,25.08422279,70.56880188,36.38186264
2497,2020/12/11 15:00,254,259.3315125,344.7250061,445.1999817,375.480011,385.2000122,401.3700256,385.2599792,403.8900146,394.4400024,402.8099976,412,403.3799744,246.75,389.4599915,389.6099854,383.9100037,390.5100098,221.5500031,2.732599974,150.4493408,26.03294945,82.13400269,61019.99609,28.60880089,224.3794403,24.92550087,0.04572,108.748497,2.513999939,306.5,156.2879944,177.3000031,39.97600174,30.96640015,208.7999878,78.82500458,216.4000092,214.7000122,208.4000092,0.939875007,24.92399979,69.45999908,37.42179871
2498,2020/12/11 20:00,254,260.9828796,344.4750061,449.2362366,375.3844604,385.0282288,401.4082336,384.962677,403.7591248,393.2537537,401.4190979,412,402.1199951,233.8950653,388.5273132,388.230011,382.5708923,389.00177,213.5566864,2.741509676,145.3110962,25.9784565,84.78256226,59214.45703,27.85892487,225.1512756,25.6307106,0.050832786,111.47332,2.482645512,302.0637817,157.4878998,177.4276886,39.89149094,31.29302597,212.3638458,78.7755127,217.7277069,216.063858,208.6999817,0.941055715,25.11445999,70.74362183,37.36220169
2499,2020/12/12 8:00,250,260.4961243,343.31604,454.7716675,375.8399963,385.1314392,402.2592773,384.8699951,403.8900146,393.2956543,401.3785706,412,401.8800049,232.2004852,386.789978,387.1714783,381.4136353,387.7414551,213.510437,2.73101449,147.0323029,26.00228119,83.64625549,57987.29688,26.70091629,225.4444885,25.00166702,0.051307198,111.6260223,2.478341579,300.9000244,156.9833221,177.4999847,40.60641098,32.31522369,213.6000061,79.06496429,218.5,217.1999969,209.4000092,0.936955094,24.9950695,71.55922699,37.2012825
2500,2020/12/12 12:00,250,259.4865417,342.6749878,455.7000122,375.4199829,385.1714783,402.6585388,385.0097351,404.7182617,393.4682312,401.8558655,412,402.1199951,226.7092743,386.9699707,387.0241089,381.2868042,387.5400085,215.213974,2.735068321,146.3246918,26.07703018,82.10971832,58616.89453,27.16402626,223.9611969,25.20725441,0.052037202,111.4507599,2.4922328,300.0951843,157.976532,177.4952393,39.73151779,32.31132126,211.2952423,79.04066467,218.4952545,217.1999969,209.1999969,0.942363143,24.97712135,65.45571136,41.37921906
2501,2020/12/12 15:00,251,260.4889221,345.9463196,450.144989,378.7801208,385.1466675,402.5944519,384.5810852,404.6577454,392.9033203,401.8744507,412,402.1444397,218.4749451,387.7866821,387.1989136,381.3000183,387.3544617,224.0907593,2.749636889,149.494339,26.04400063,79.24812317,58332.14453,28.63603783,222.3379822,24.8786602,0.048415404,106.6088638,2.486126423,301.6816711,160.5704346,177.3409119,39.66404724,31.88683128,216.0409241,79.02999878,216.1000061,214.4000092,207.1000061,0.931954563,24.88872337,62.8022728,40.37271881
2502,2020/12/12 20:00,254,259.26297,342.9250183,449.9668884,374.3699951,384.3501282,401.605072,384.8149414,405.1750488,392.7652588,400.9799805,412,401.730011,225.4052582,387.0748291,386.2397766,381.2752991,387.269989,219.8623657,2.739734173,149.038208,26.09042549,80.76509094,58933.39844,27.33863068,226.1590424,24.93187714,0.051089969,109.4327087,2.478567839,302.6834412,161.6081238,177.5667267,38.7399025,31.75679398,211.2665405,77.85413361,216.5,215.083374,207.8999939,0.940104187,25.13734627,61.87665939,41.83773804
2503,2020/12/13 8:00,250.5,260.153595,341.0249939,456.9978943,373.9200134,382.9199829,400.5899963,381.0971985,400.3493347,389.696106,397.7660828,412,398.3399963,229.6945496,385.6780396,386.4560852,380.5180359,384.4806519,210.4472809,2.736982584,142.2815094,26.00822639,85.10761261,56393.58203,26.8131485,223.4881134,25.99298286,0.052701946,108.4853897,2.478694439,300.7957764,161.3515778,178.3999939,39.62519073,33.52953339,213.3979645,77.89839935,217.6979828,216.3000183,209.1999969,0.941874981,24.86772156,63.0606041,43.3132515
2504,2020/12/13 12:00,250,259.6039429,340.7000122,457.2000122,373.8387756,382.9199829,400.4400024,381.3682861,400.3458557,389.4904785,397.769989,412,398.2241516,230.83815,385.8600159,386.0441589,380.3870544,384.3729248,213.5538635,2.73788929,143.532135,26.05287552,82.61402893,57518.46094,27.11866379,223.2201233,26.08997917,0.054294281,114.2515945,2.494262457,301,148.995163,178.6000061,39.97305298,32.05344772,212.9429169,77.98641205,222.957077,221.542923,213.1000061,0.945678651,24.89830208,64.48928833,40.74486923
2505,2020/12/13 15:00,248,260.1508179,340.6521606,455.3956299,373.4961243,383.3699951,400.9474182,381.2322388,400.5326233,389.3973999,397.8273926,412,398.1925659,233.3368073,385.6238708,386.1325684,380.3412781,384.4787292,214.7303772,2.741451502,144.813858,26.0813179,82.4954834,57697.87109,27.06591225,220.7384491,26.06569099,0.054120909,112.956398,2.464051247,301.3999939,150.9155731,178.3999939,39.15561676,31.95919228,212.6821747,77.83135986,221.7999878,220.0999908,212.4000092,0.945238888,25.11714935,61.45999908,43.05499268
2506,2020/12/13 20:00,248,259.1325378,340.1749878,456.3000183,373.5345459,383.3445435,400.1445313,381.3599854,399.4500122,389.5791321,397.5945435,412,397.710022,231.8901825,384.6299744,386.4772644,380.519989,384.4499817,214.2257538,2.744345427,143.9631042,26.03178978,82.16944885,57454.03906,24.79951286,224.1957245,26.14750671,0.051154401,111.736084,2.50484395,300.9575195,149.3657837,178.3999939,39.70569229,31.4192543,218.5574188,77.388237,221.7574005,220.2425842,211.5574951,0.956659734,25.02333069,66.92777252,39.26781464
2507,2020/12/14 8:00,248,192.1868744,335.2999878,413.8280334,364.1100159,371.5800171,387.5700073,375.3299866,392.3952942,385.9884338,393.7331543,412,392.4299927,225.4584503,378.2747192,378.0768738,374.6184387,378.0937195,172.5345154,2.723150253,85.34407043,24.94532394,60.57220459,42790.60547,18.39039803,167.2158356,21.61379623,0.03918229,78.66260529,2.477120399,293.487915,122.6094589,178.8000031,35.17287827,18.3353405,208.427948,44.03794098,221.1279297,219.6000061,208.9999847,0.938500047,20.27647018,57.93419266,24.03068733
2508,2020/12/14 12:00,214.5,200.2602997,333.8249817,429.3999939,367.980011,375.4199829,391.3500061,379.8000183,397.1110229,390.1186829,397.8305054,412,396.0299988,220.2269592,379.4100037,378.6933899,375.6602783,379.1700134,158.5767212,2.723832846,86.14517212,25.00545502,66.94338226,43400.23047,20.81054497,172.2354126,23.39877701,0.054125059,99.62195587,2.516064405,286.2990723,122.2893524,177.4010162,33.94876862,20.95238686,206.7969208,45.12469101,237.3010101,226.2010345,210.6990662,0.935123742,20.3491478,59.85025787,28.78901672
2509,2020/12/14 15:00,214.5,208.4957886,332.6495667,439.6000061,368.8200073,377.3099976,393.9899902,380.6084595,397.799469,387.6553345,395.7584534,412,394.828949,208.6306305,377.8510437,378.118988,374.4915466,378.1799927,170.5564728,2.7240448,91.36590576,25.06922531,65.32992554,48865.14063,19.70378494,168.7109985,22.89408112,0.050660785,92.12897491,2.525285721,281.9981995,132.9097443,177.4018707,35.1815033,24.01255989,194.1018829,45.06387329,228.3000031,217.4000092,205.5,0.941372633,20.32430077,54.1490593,29.67658615
2510,2020/12/14 20:00,220,214.4289551,335.4270935,442.1086121,369.8399963,379.0174561,395.8199768,380.6674805,399.0625305,387.7174683,396.0038452,412,394.8874817,204.7006989,379.8013,380.0163574,375.4225159,379.6799927,185.5183105,2.727749109,105.3955765,24.77077103,64.32271576,47917.85938,20.88124466,184.2108459,21.42407417,0.048835542,93.71418762,2.507976294,290.4085999,123.6949463,177.6956177,36.95553207,28.50281906,210.9912415,53.02711868,229.9087677,224.6087646,213.5,0.934646845,18.87486267,56.31978226,37.53293228
2511,2020/12/15 8:00,247,226.2467346,338.6530457,430.6000061,370.6199951,379.2673035,394.4400024,385.7099915,404.2781677,393.0728149,401.2236633,412,400.6799927,219.4917755,387.8963318,388.8435364,383.6755066,383.8163452,181.8493958,2.72383666,111.2941666,24.9991436,73.31596375,52083.66016,23.37112236,194.7022095,23.45892525,0.051353939,96.14323425,2.503938437,296.8937988,131.4352264,177.3999939,36.23018646,28.04439735,217.8937378,68.02718353,222.8937531,220.7999878,212.5,0.951132834,20.17175293,57.12031555,37.73953247
2512,2020/12/15 12:00,250,224.1524658,339.253479,428.9211121,370.6499939,379.3200073,394.3562622,385.5899963,404.6741638,393.2407532,401.4299927,412,401.0400085,220.0005646,387.9599915,389.2492371,384.2316284,384.4925537,188.506958,2.721986055,114.824585,24.89361382,71.06635284,52028.72656,22.86039925,197.7494965,22.56491089,0.044247195,96.72799683,2.465755939,299.3999939,132.1669617,177.3000031,34.05101013,30.06402588,216.9071045,63.96853638,224.9857635,222.6999969,214.3929749,0.939160526,21.4128685,57.35498047,40.24598312
2513,2020/12/15 15:00,249.5,224.6783752,339.125,426.5,370.2600098,379.6456299,393.9899902,385.5299988,404.730011,393.1243591,401.3399963,412,400.9756165,223.3113403,387.936554,389.3231201,384.1609497,384.6343384,187.6208954,2.728229046,112.8043594,24.96375656,72.2245636,51100.37109,22.94312286,196.0241699,22.55681419,0.044704504,97.64629364,2.463653803,298.7999878,131.9359436,177.292572,34.95734787,29.95511055,215.6999969,63.89509201,222.6925659,221.707428,213.4000092,0.948865712,21.47629738,57.80036926,39.65841675
2514,2020/12/15 20:00,249.5,225.3796387,341.1000061,442.0383606,374.8985596,385.1099854,400.4285583,386.2107239,404.9400024,394.4650879,402.4500122,412,402.4178162,222.6614227,389.2178345,391.6598206,387.0599976,386.0885315,194.2136383,2.728941917,114.6523895,25.023983,73.5668869,53906.5,23.69711685,196.3818665,23.31418037,0.043578409,94.60739899,2.519116879,301.8383179,136.3663788,177.1384888,29.74423027,30.03297234,215.1999969,63.96653748,219.6307526,218.8999939,211.4000092,0.941961586,21.41477585,57.94846344,40.40911102
2515,2020/12/16 8:00,243,221.6105347,340.25,443.6201172,375.0661011,385.191864,401.0400085,386.3999939,404.882019,394.375946,402.2400208,412,402.2999878,226.184433,389.3140869,391.6281433,387.1540833,385.947937,198.764389,2.727637053,110.6706848,24.96532059,72.15254974,54021.59375,22.00681877,195.6107788,23.25306892,0.038699999,95.05040741,2.466898918,299.89328,131.7310486,177.3000031,25.45676994,30.08279228,211.3066254,63.0567131,222.6999969,221.7999878,214.6201019,0.943741739,21.35330391,58.53936386,41.0704689
2516,2020/12/16 20:00,240,220.2448578,344.77948,424.7822266,374.6999817,385.6323242,397.7223206,384.5646057,402.0776978,395.9577026,402.8099976,412,403.1399841,250.7724304,390.4515686,394.8969421,393.0122986,391.9361572,205.8512878,2.730071783,109.4381104,24.9017334,70.08798218,52338,23.0938015,192.4903564,22.24667358,0.03816,90.46243286,2.499965906,310.7999878,133.6990204,176.3999939,11.20948982,29.08234215,212.3000031,59.93972015,216.4000092,215.1411896,205.8999939,0.939573526,21.02048111,59.24441528,39.40522766
2517,2020/12/17 8:00,228,220.2868958,343.3650818,426.5,373.93396,385.6500244,399.2581177,384.5720825,403.2600098,394.6039429,402.1199951,412,402.7660522,243.0883636,390.671875,394.6060486,394.1818848,392.8618774,209.7836761,2.729823589,111.0764008,24.95194435,70.94618988,58913.5,22.08580017,193.7804565,22.42708015,0.039770648,95.31056213,2.48952961,303.1466064,136.2855835,177.3466797,0,30.69122696,208.4000092,52.01299667,226.3400726,218.2066345,206.6000061,0.937933326,20.48586655,57.33033371,40.42372894
2518,2020/12/17 20:00,219.5,259.4293213,345.5393982,416.8000183,369.462738,380.0999756,396.75,382.2854309,404.4772644,395.6867981,403.6672974,412,406.4267883,267.3922119,393.7627258,395.9745789,395.6445618,397.4527283,221.3216095,2.736833811,151.4069214,24.97401619,77.17404938,65903.08594,24.59636879,230.0210114,25.16204453,0.046765808,113.8142014,2.503097773,300.9577942,161.0895691,172,14.43567085,36.064888,204.6289673,54.89027405,230.7579193,215.5289612,204.5,0.940286219,19.54797745,57.06855011,47.90272522
2519,2020/12/18 8:00,219.5,257.7528687,345.4250183,418.3252258,369.5440369,380.7000122,396.4611816,382.4735718,404.8423767,395.6292419,403.8900146,412,406.6199951,270.7203064,395.3135681,397.7399902,397.6688232,398.2952271,217.8085938,2.741546392,144.94133,24.95285225,79.92672729,68776.39063,23.10634613,230.2226257,23.87949371,0.044002451,111.4653244,2.499958277,312.9373779,154.0425415,172.5,0,35.39077377,202.8999939,55.11188507,238.3374634,217.2374725,210.9999847,0.939343691,19.44204903,58.59813309,46.57001877
2520,2020/12/18 20:00,215,256.49646,348.3250122,405.5,367.9920959,380.2800293,396.210022,381.8879089,407.3519287,396.0541992,404.6820984,412,407.4300232,263.5928345,398.5380859,400.4459839,400.8900146,401.033844,221.1803894,2.739920378,150.3522949,25.0223732,77.32780457,69724.875,23.60618782,227.6229706,24.71725655,0.03939607,105.2167816,2.5139575,310.6802063,162.0077057,172.5,0,35.46773911,201.5,51.88663864,235.0197296,212.7802734,206,0.938850343,19.85984039,68.02993011,41.35957336
2521,2020/12/19 8:00,218,257.8252563,353.140686,400,369.0488281,381.2323608,397.7156067,382.7435608,407.0099792,396.3712158,405.1855774,412,407.4188232,279.3736877,398.5932007,400.9988098,400.9611816,406.2412109,219.5855865,2.7456882,145.0157623,25.00538445,79.8786087,69934.58594,22.88316536,226.0074615,25.7927227,0.042632449,107.3261642,2.486066818,309.7000122,157.4186249,172.6000061,0,35.97016525,200.1999969,53.98722076,238.5,213.0000153,207,0.937625051,19.95025635,68.43217468,41.15468216
2522,2020/12/19 20:00,199,258.5114136,351.4381104,401.2611389,368.9282837,380.748291,395.1900024,382.8091736,406.8482666,396.6936951,405.0600281,412,407.2799988,280.2640381,397.8482971,400.3565979,400.2208557,406.0774231,216.4716492,2.739305019,148.7581329,24.87948036,79.2494278,70024.46094,22.36736298,225.3333435,27.92695808,0.046970602,110.9311295,2.47264576,301.1611023,168.3538208,173.0693665,0,40.51231003,188.7693481,37.53023911,234.1693573,211.2612915,203.6305695,0.937635064,19.87638855,69.0987854,46.10515976
2523,2020/12/20 8:00,205,258.6944275,352.4459839,396.2385864,368.7900085,380.4299927,394.4768372,382.8300171,406.223175,396.5543518,404.8267822,412,407.2799988,291.5890808,398.6699829,401.316803,401.0652161,407.6815796,216.3516846,2.742626905,148.8694458,24.98605728,77.48633575,68818.69531,21.61294365,227.0882111,26.73707771,0.041249264,107.2590256,2.485405684,308.5,167.5416107,176.3000031,0,42.45955276,192.1000061,37.46222305,237.161499,212.8000031,205.2000122,0.941346288,19.8990612,68.20730591,49.17214966
2524,2020/12/20 20:00,203,268.7203064,351.7000122,403.1693726,369.7038574,380.6815491,393.6000061,384.4592285,407.6054077,397.9292297,405.648468,412,408.1199951,300.6844788,399.1799927,401.8938599,402.115387,408.2538452,228.9634857,2.740707636,164.1150665,24.97960663,74.16701508,68882.29688,21.23309517,236.5528259,26.76090622,0.042326681,108.8286209,2.490577936,319.3694153,164.4411774,174.2999878,0,41.0226059,193.0847778,42.05707169,241.5608826,214.1847839,208.4000092,0.93900001,19.87103653,70.93184662,45.4220047
2525,2020/12/21 8:00,205.5,268.6895142,352.2750244,400.6376038,369.6112976,381.3899841,394.7399902,385.5712891,409.3013,398.767395,406.9125977,412,409.6499939,299.3737183,400.263916,402.9452209,402.7460938,407.2352295,224.5913239,2.747049332,159.31427,24.93818092,79.80748749,72811.45313,22.4413147,236.4546661,27.83368492,0.043590039,111.7975235,2.498665333,314.8247986,163.8433075,174.6624756,0,40.97685623,193.8624725,43.07751846,240.9750671,215.0624847,208.6999817,0.951796889,19.7000618,70.53126526,46.23988724
2526,2020/12/21 20:00,200,269.0623169,352.6749878,408,373.4700012,384.9975586,399.1499939,384.877533,407.6175537,400.3126526,408.5475159,412,411.0599976,313.4781189,400.4326477,402.8173523,402.0675354,409.0649109,226.5007324,2.748198748,152.5434265,24.93990707,81.53953552,72633.14063,20.50161552,233.4299316,28.91954803,0.047431063,115.6972275,2.50622344,311.5,163.5957031,175,0,43.30243683,191.3747101,38.9626503,238.8746948,216.1000061,208.5999908,0.938749969,19.73513031,76.6051178,51.44274902
2527,2020/12/22 8:00,202,270.3585205,352.9690857,409.6511841,373.8747253,385.8899841,400.4100037,385.5223694,407.4447327,400.589447,408.539978,412,411.1499939,311.5732117,401.6765442,404.6847229,404.3399963,408.7052612,232.6368256,2.7479527,163.3197174,24.96329308,75.09946442,72471.59375,21.13550758,237.8561401,27.32478714,0.041653983,109.4516068,2.527321815,314.8744202,159.1050568,174.325943,0,40.97921371,192.6000061,38.83893967,241.1999969,215.2518921,208.9999847,0.948125005,19.9183197,74.07889557,51.68227768
2528,2020/12/22 12:00,201,269.3465881,353.8500061,415.2203674,376.0384216,387.4377136,403.9677429,386.8008728,408.9599915,401.3563232,409.6922913,412,411.7315674,301.8212585,403.2600098,405.6784363,405.3599854,408.6422729,224.7289429,2.743658781,159.6109924,28.4871521,80.1234436,77160.72656,20.91062546,232.2788391,27.8733139,0.043276019,115.686882,2.515259504,310.9796143,154.9498749,174.4000092,0,40.96511078,189.920166,38.00619888,238.5999908,216.5201569,208.8000031,1.022699594,19.92493057,71.49713135,52.33340454
