序号,日期,航煤90%回收温度,FI10201,TI10503,TE10310,TI10403,TI10406A,TI10408A,TI10409A,TI10411A,TI10412A,TI10413A,TI10414A,TI10425,PDI10404,TI10405,TI10417A,TI10419A,TI10421A,PDI10405,PI10602,FI10601,FI10706,FI10801,FI11006,FI20102,FI20105,FI20104,PI20301,FI20302,FI20301,TE20315,FI20501,TE20304,FI20402,FI20304,TE20302,FI20605,TE20305,TE20303,TE20402,PI20701,FI20701,TI20801,FI20901
296,2016-02-14 08:00:00',224,211.644,343.55,377.385,335.55,344.34,369.09,358.252,367.714,366.681,374.816,380.606,380.73,191.008,372.638,378.001,377.542,381.102,103.146,2.72409,148.454,23.4124,57.6703,62153,15.0519,189.46,17.868,0.0265229,79.2639,2.09928,303.143,123.404,167.643,0,25.78,197.8,46.3401,208.3,192.5,197.9,0.999625,0,49.5835,50.8512
297,2016-02-14 20:00:00',233.2,210.232,343.459,373,335.58,344.34,368.97,358.5,367.282,366.954,373.416,379.176,378.603,194.64,373.53,379.094,379.086,382.254,102.425,2.72429,148.9,23.4834,57.7535,61667.5,16.744,188.442,17.7748,0.0218043,78.0545,2.10013,303.8,131.018,168.3,0,26.1028,197.4,47.7812,207.245,188.3,194.1,1,16.7717,49.3131,49.7082
298,2016-02-15 08:00:00',225,212.037,340.004,371.5,335.352,343.83,367.08,357.87,366.75,366.857,373.158,378.886,377.851,201.126,372.808,380.431,379.736,382.631,100.487,2.7249,147.965,23.4854,60.0993,61632.2,17.3622,188.144,18.6552,0.0247264,84.6254,2.11654,302.848,131.843,163.6,0,25.8196,195.9,47.0868,201.452,186.4,191.9,0.999935,0,49.877,49.5374
299,2016-02-15 20:00:00',228,211.124,326.163,370.849,334.05,341.88,364.335,361.291,371.7,370.86,378.106,384.24,382.35,195.458,374.219,380.403,379.815,382.92,102.041,2.7256,146.262,23.5606,62.2316,61216,18.9163,187.559,19.2859,0.0093416,84.7697,2.09918,303.351,131.144,169.051,0,26.6147,198.8,45.7657,206.751,189.1,194.9,0.998748,0,50.3449,50.6313
300,2016-02-16 08:00:00',233,211.523,326.308,371.2,333.78,341.954,363.944,360.9,371.34,370.584,377.73,384.028,382.908,194.172,374.176,379.654,379.378,382.35,101.228,2.7276,144.227,23.4478,63.9154,61443.2,19.3657,188.975,19.8162,0.013728,85.5505,2.10053,302.753,130.646,168.207,0,24.0412,194.16,48.499,206.247,188.953,194.3,0.999133,0,50.6387,48.6562
301,2016-02-16 20:00:00',224,210.454,325.792,377.2,333.81,342.29,366.81,361.676,372.724,371.484,379.61,386.344,385.146,192.232,374.69,379.16,378.91,381.96,105.57,2.72704,141.813,23.524,66.6206,60657.4,21.1215,188.284,20.003,0.0275384,83.9538,2.09239,302.244,131.02,169.588,0,27.1707,196.044,48.355,204.68,188.9,193.9,0.999,0,50.8194,49.7169
302,2016-02-17 08:00:00',227,210.537,320.971,373.041,332.07,339.745,362.712,359.605,370.685,369.06,376.392,382.98,382.235,195.709,373.17,378.596,377.598,381.014,104.669,2.72555,142.434,23.4258,66.1132,60146.8,20.6349,189.786,20.0125,0.0259987,87.2297,2.08143,303.4,131.055,169,0,17.9664,191.659,47.9865,199.8,191,194.7,1.0008,0,51.9073,47.731
303,2016-02-17 20:00:00',226,210.81,326.098,361.3,331.537,338.73,359.85,357.083,367.5,368.238,375.582,381.503,381.63,205.18,374.065,379.471,378.187,381.293,97.3863,2.72748,145.111,23.5451,64.5223,60580.4,18.7381,187.454,20.8002,0.02096,83.9546,2.12161,301.7,131.247,166.161,0,24.455,194.261,48.0932,190.077,185.5,188.3,0.999327,0,54.5495,54.0958
304,2016-02-18 08:00:00',226,210.235,325.45,367.364,331.68,338.893,360.229,357.33,367.195,368.578,375.553,381.737,381.93,204.663,372.998,377.461,377.261,380.646,98.973,2.72586,143.462,23.462,63.5809,61584.7,19.5921,188.733,20.2939,0.022708,84.7753,2.09343,301.6,131.683,172.228,0,23.8406,194.728,48.6838,206.08,192.864,196.236,0.99941,0,52.2926,51.3002
305,2016-02-18 20:00:00',221.2,210.918,328.367,369.9,330.54,338.57,363.26,358.44,370.51,367.91,376.91,383.31,384.28,199.5,373.87,378.91,377.64,380.76,102.85,2.72207,142.188,23.6325,65.078,65722,20.2195,188.656,19.4895,0.0220867,86.7965,2.07867,298.033,131.444,171.233,0,22.0021,195.467,48.5283,207.7,194.7,196.8,1.0025,0,51.8667,48.5736
306,2016-02-19 08:00:00',226,211.466,327.49,366.139,328.83,336.593,359.538,356.31,367.812,365.308,374.022,380.1,380.28,199.361,373.562,378.932,377.742,380.658,99.09,2.72582,143.448,23.5503,64.6227,65858.2,19.7233,189.289,19.375,0.0273445,86.3968,2.1055,299.739,131.111,170,0,21.6638,195.2,49.8194,207.123,193.931,196.2,1.00554,0,53.3193,47.8666
307,2016-02-19 20:00:00',222,219.641,330.361,369,331.59,339.502,363.45,354.634,365.88,364.363,372.78,378.073,379.102,208.519,372.595,377.717,377.61,380.722,105.579,2.72608,155.027,23.485,63.4834,63375.1,20.9058,200.041,18.4179,0.026708,87.6124,2.08623,302.3,135.951,170.872,0,20.7237,195.4,48.9486,207.128,194,197,1.00271,0,52.8378,45.8369
308,2016-02-20 08:00:00',224,220.819,329.163,365.8,330.93,338.528,361.5,356.565,367.785,365.46,373.508,378.855,378.353,211.854,372.975,377.633,377.474,380.79,100.87,2.7267,156.863,23.5738,64.0959,64927,20.6876,198.912,18.6955,0.0251088,87.6061,2.09602,301.525,136.566,168.1,0,21.1106,191.225,48.3587,206.4,191.9,195.5,0.999875,0,52.6889,47.3049
309,2016-02-20 20:00:00',224,219.832,323.783,399.3,332.74,340.426,362.7,357.78,367.68,365.993,373.147,378.03,376.13,206.389,371.06,379.26,377.7,380.997,102.133,2.72562,155.474,23.5497,62.7537,64325.4,21.843,200.056,18.3791,0.0262264,82.6176,2.11909,304.723,135.907,170.123,0,17.6598,195.9,48.3773,208.223,189.8,193.9,1.00165,0,53.4061,44.9858
310,2016-02-21 08:00:00',225,219.509,323.789,397,332.087,340.074,364.02,355.956,367.41,364.925,372.378,377.748,377.682,207.385,371.886,378.551,377.581,380.857,102.788,2.72692,154.278,23.3697,64.9516,64441.8,22.4246,200.816,18.5283,0.025096,83.2965,2.11915,303.68,139.344,170.34,0,18.2131,195.4,49.209,204.12,189.6,194.02,1.00153,0,51.855,45.0445
311,2016-02-21 20:00:00',226,220.212,324,395.7,331.7,339.49,364.115,356.504,368.594,366.05,372.826,377.61,377.51,213.58,372.374,379.28,377.846,380.89,103.397,2.7266,159.391,23.5001,61.8785,64206.8,23.2153,201.68,17.1364,0.0296557,85.0102,2.07915,304.865,135.72,170.4,0,11.7356,195.283,48.3876,208.817,191.5,195.717,1.00298,0,54.4115,39.0909
312,2016-02-22 08:00:00',220,218.802,323.807,397.685,331.997,340.281,364.256,358.663,368.709,368.151,375.934,381.969,379.95,208.696,373.418,379.035,378.214,381.618,107.736,2.72597,154.454,23.4239,63.7571,64895.1,20.6998,199.616,18.0551,0.0293541,84.7627,2.08477,305.5,134.842,169.3,0,14.4437,194.4,46.6432,208.256,190.5,194.5,1.0025,0,54.1628,42.1066
313,2016-02-22 20:00:00',220,219.547,323.79,394,331.987,339.821,362.344,359.49,370.204,369.157,376.38,381.953,380.903,218.899,374.358,380.321,379.403,382.666,104.612,2.7318,154.85,23.3533,64.4888,62359.2,23.1553,199.336,18.0506,0.0293392,85.7157,2.12473,306.388,134.911,168.5,0,15.9721,189.3,45.9226,207.412,190.2,195,1.00222,0,53.891,44.6142
314,2016-02-23 08:00:00',218,220.709,324.568,386.4,330.366,338.547,362.136,358.89,370.568,370.001,377.463,383.37,382.56,226.05,376.928,383.38,381.114,383.766,105.663,2.72289,156.033,23.5112,63.2598,61036.2,22.3778,200.568,17.7137,0.0296869,85.219,2.08353,306.509,135.387,163.791,0,14.7441,194.4,46.1477,199.6,186.1,190.219,1.00176,0,55.5505,42.9849
315,2016-02-23 20:00:00',224,219.582,323.578,383.295,331.83,338.52,357.931,355.649,364.53,366.929,373.107,378.477,377.28,249.933,371.673,385.65,382.589,384.867,102.11,2.72457,156.823,23.5591,58.3788,58489.6,21.139,198.65,17.6321,0.0234363,77.4018,2.07698,307.5,134.631,170.295,0,22.7078,198.405,43.8201,207.105,188.5,194.1,1.00251,0,52.7634,47.8447
316,2016-02-24 08:00:00',226,219.939,324.324,398,335.04,343.26,365.07,362.43,371.521,373.08,379.83,385.26,383.76,233.87,376.95,384.059,381.96,384.75,102.679,2.7266,155.199,23.5494,63.8693,60126.4,22.7106,198.192,18.7012,0.0242203,82.5041,2.0766,307.001,135.434,168.899,0,20.4644,194.599,44.5095,205.201,188.2,193.5,1.00025,0,54.42,47.109
317,2016-02-24 20:00:00',218,219.601,325.951,400.9,336.99,345.544,369.54,362.43,372.781,373.564,380.85,387.27,386.732,233.86,377.762,382.808,382.166,384.961,106.232,2.72601,152.602,23.6343,67.3014,61678.4,21.886,198.604,19.4913,0.0291813,81.2626,2.12847,305.4,136.802,168.3,0,21.4032,194.2,44.0935,202.19,190.1,194.2,1.00426,0,53.4792,47.5774
318,2016-02-25 08:00:00',220,219.204,325.957,405.193,337.196,345.664,369.416,362.546,372.93,373.77,381.18,387.9,387.45,231.522,376.856,381.778,381.351,384.152,107.419,2.72677,153.29,23.4974,66.1873,62127.8,21.6168,199.296,19.5097,0.0282971,80.4102,2.08547,305.4,134.997,170.9,0,21.4561,194.5,44.4774,206.493,191.407,195.1,1.00451,0,53.05,47.1534
319,2016-02-25 20:00:00',217,223.007,325.167,400.189,334.51,343.14,368.467,358.717,369.333,368.237,375.67,381.81,382.27,227.61,375.277,379.076,378.587,382.111,109.002,2.72723,145.94,23.5195,69.1462,62551.6,25.1535,198.899,19.3622,0.0262619,84.1135,2.0803,304.9,134.958,170.634,0,26.0049,192.9,41.7311,200.789,192.2,194.889,1.00249,0,53.6434,47.5777
320,2016-02-26 08:00:00',216,220.346,325.031,397.9,334.299,342.699,367.44,358.32,369.009,367.936,374.94,380.439,380.986,234.896,375.729,380.379,379.475,382.465,108.156,2.72626,149.738,23.5857,67.9567,62003.1,24.5658,199.262,18.8588,0.0266692,82.6085,2.08442,305.585,134.258,171.3,0,25.3474,193.4,41.4074,204.2,193.3,195.8,1.00454,0,54.2369,46.3707
321,2016-02-26 20:00:00',222.2,221.614,331.7,396.12,335.19,343.2,366.192,359.376,370.344,369.078,375.882,381.228,381.336,242.88,375.732,381.738,380.22,383.316,104.635,2.73012,156.395,23.4763,62.478,60745.2,20.6912,198.363,18.7016,0.0262878,80.0221,2.08124,305.76,135.481,171.8,0,28.8835,195.62,43.9174,206.38,186.5,194.22,1.00317,0,55.3419,48.7802
322,2016-02-27 08:00:00',218,220.717,335.018,400.1,334.74,343.246,368.881,359.58,371.123,369.78,377.37,383.497,383.266,232.706,375.9,381.256,380.28,383.399,108.457,2.72719,157.273,23.5995,64.9223,62134.6,20.8778,199.935,18.5017,0.02492,78.0927,2.08587,305.1,135.013,170.9,0,27.276,194.1,43.2736,202.7,190.4,195.1,1.00347,0,51.3962,46.1394
323,2016-02-27 20:00:00',221,218.601,329.654,406.8,335.083,343.32,367.59,358.08,368.087,367.83,374.768,380.512,380.85,239.308,375.455,382.71,380.263,383.237,104.206,2.72474,153.13,23.5691,66.5995,61383.1,21.8195,199.029,19.4198,0.0281712,79.5119,2.08545,304.4,134.259,170.528,0,25.0237,195.9,45.4626,202.456,189.628,194.4,0.99975,0,53.686,45.1905
324,2016-02-28 08:00:00',221,219.634,330.516,401.5,333.18,341.03,365.01,357.62,369.428,367.848,375.15,381.079,381.131,236.969,375.151,380.441,379.75,382.452,103.015,2.7263,150.831,23.531,68.6751,62134.1,21.8364,200.363,19.4513,0.02684,78.8189,2.0859,305.732,136.797,170.732,0,25.9694,194.936,44.3976,203.104,190.068,194,1.00117,0,53.7014,47.7288
325,2016-02-28 20:00:00',219,221.577,330.65,400.564,333.66,342.022,366.878,357.944,369.357,368.323,375.761,381.33,381.338,237.696,374.815,382.702,380.509,383.059,105.75,2.72558,153.161,23.5685,64.5785,61020.5,22.3267,201.104,18.6264,0.0252384,77.1049,2.09946,306.5,136.23,170.5,0,25.4075,197.336,43.3524,202.6,189.5,194,1.00208,0,54.21,45.7838
326,2016-02-29 08:00:00',223,216.505,327.775,399.1,333.636,341.55,365.262,357.726,369.054,368.183,375.228,381.024,380.76,241.326,374.46,381.379,379.481,382.931,104.135,2.72792,155.726,23.4033,66.6164,60490.2,22.6208,198.842,19.3009,0.0241842,74.3248,2.10425,306.36,136.257,170.7,0,27.0212,197.86,44.0558,200.04,189.06,193,1.00262,0,53.0819,47.1025
327,2016-02-29 20:00:00',220,220.088,327.922,401,333.79,341.577,365.46,359.79,370.697,370.143,377.58,383.493,383.16,237.816,374.78,380.454,379.167,382.697,105.15,2.72654,151.6,23.6202,68.5651,62331.3,22.3678,199.703,20.0765,0.0274,78.6453,2.09941,305.655,136.956,170.111,0,28.0812,195.8,43.6173,202.166,187.345,190.3,1.00262,0,54.2988,48.1731
328,2016-03-01 08:00:00',217,220.032,327.975,401.651,333.795,341.925,366.479,359.446,370.935,370.17,378.225,384.899,384.69,237.47,374.46,380.224,378.9,382.829,105.179,2.7282,143.43,23.527,70.0361,62965.1,22.7655,197.577,20.7849,0.0289584,84.5932,2.12099,304.3,135.73,170.5,0,25.9146,192.6,43.525,200.151,191.3,194.3,1.00231,0,52.0551,45.1669
329,2016-03-01 20:00:00',216.4,222.99,331.961,398,333.748,341.608,365.372,356.097,365.477,367.036,375.062,380.474,380.746,245.394,375.482,381.297,379.487,382.293,104.11,2.72612,151.869,23.5457,64.4639,62915.1,20.7376,203.41,20.1946,0.0295105,84.5284,2.11293,305.8,137.91,170.547,0,21.9795,194.547,44.5647,205.542,190.4,194.8,0.999434,0,51.9479,43.1599
330,2016-03-02 08:00:00',220,224.493,331.993,387.2,332.018,339.6,363.664,356.46,368.348,368.117,376.946,383.1,382.83,243.892,375.592,380.674,380.43,383.181,104.192,2.72803,152.733,23.5686,68.2419,67294.6,21.0673,202.49,20.6321,0.0243673,87.431,2.08657,303.2,136.603,170.3,0,26.3881,193.843,45.9667,202.8,193,195.1,0.999679,0,52.21,48.1195
331,2016-03-02 20:00:00',216,225.688,326.05,400.761,331.95,339.36,361.668,357.36,367.26,368.718,377.202,382.992,382.692,250.24,375.5,380.203,379.835,382.403,103.766,2.7264,155.26,23.4901,70.1139,64995.3,24.9085,203.869,19.0355,0.0304766,83.1808,2.10289,304.6,141.153,167.039,0,26.111,194.861,46.0079,199.5,190.139,193.7,1.00075,0,54.817,45.42
332,2016-03-03 08:00:00',221,225.172,326.04,402.6,331.92,339.909,364.18,356.38,368.13,368.061,376.99,383.01,382.92,246.547,375.12,379.799,379.74,382.251,106.089,2.72741,155.189,23.5207,70.8825,64317.9,23.2037,204.941,19.6691,0.0240149,84.3971,2.09805,304.2,141.78,169.5,0,28.916,193.6,46.3244,208.765,190.965,194.6,1.00042,0,53.0233,48.4815
333,2016-03-03 20:00:00',216,224.565,326.405,399.869,331.977,339.429,363.57,356.73,368.148,368.37,377.049,383.202,382.92,248.145,374.958,379.401,379.146,381.939,106.09,2.7282,153.592,23.5498,69.2451,67058.2,23.9137,204.995,18.779,0.0304493,84.8945,2.11697,305.5,140.916,172.131,0,26.3998,193.6,44.2605,207,192.7,195.9,1,0,54.945,46.3662
334,2016-03-04 08:00:00',219,224.039,326.475,403.674,331.65,339.18,363.142,356.528,367.133,368.04,376.861,383.49,383.43,239.338,373.651,377.97,377.954,381.209,107.103,2.72864,155.113,23.5094,71.5601,66698.5,25.8141,206.387,18.8179,0.0287213,87.43,2.08368,304.726,141.893,172.526,0,26.6475,192.7,43.802,208.452,193.074,195.7,0.999375,0,53.874,45.641
335,2016-03-04 20:00:00',208,224.825,339.75,407.4,331.71,338.97,362.833,356.404,368.957,367.837,376.403,382.987,383.183,248.571,373.68,378.376,378.213,381.46,108.612,2.726,151.424,23.5146,68.0783,65040.1,23.1541,205.316,19.0732,0.0246776,87.2913,2.10472,304.8,142.383,172.4,0,27.4618,191.278,43.8924,207.6,192.5,196.2,1.00013,0,56.7512,48.1543
336,2016-03-05 08:00:00',213,224.421,338.65,405.1,331.59,339.24,363.488,355.835,368.449,367.62,376.465,382.841,382.666,249.577,374.081,378.568,378.551,381.87,105.879,2.72491,155.207,23.4657,70.9864,65224.8,23.8114,204.443,19.686,0.0247636,88.1444,2.11163,303.5,142.635,172.782,0,28.5364,191.082,43.7892,209.782,194.464,196.5,0.996795,0,56.0168,50.463
337,2016-03-05 20:00:00',217.4,224.458,340.978,411.087,331.68,339.724,364.83,356.1,367.64,368.022,376.808,383.37,383.13,252.742,375.09,381.012,379.914,383.034,107.225,2.72619,152.008,23.4935,70.9224,64803.2,24.1435,205.294,19.5423,0.0205081,87.9739,2.11337,305.6,137.656,172.1,0.114389,24.4306,193.76,46.6757,215.227,194.187,197.913,0.994142,0,56.6927,46.6222
338,2016-03-06 08:00:00',213,226.746,340.155,408.809,331.77,339.534,364.194,355.762,367.211,367.83,376.647,382.489,381.816,257.469,374.964,380.544,380.059,383.01,104.463,2.72983,153.078,23.4692,71.0759,67775,22.3649,202.719,20.0106,0.0282685,85.8761,2.07619,304.491,141.219,172.7,0,26.1518,191.891,46.0776,210.091,195.2,197.1,1.0028,0,56.3849,46.7561
339,2016-03-06 20:00:00',214,225.284,343.424,409.005,332.13,339.753,364.02,356.034,367.833,367.2,375.78,381.69,381.57,257.146,375.177,379.826,379.497,382.323,103.588,2.73,152.789,23.6445,69.9663,65434.6,24.1185,205.499,18.9334,0.0314232,88.6252,2.11562,304.5,140.34,172.9,0.096,25.9507,192.9,44.6635,211.511,193.9,196.705,1.00025,0,55.0953,43.7124
340,2016-03-07 08:00:00',217,223.815,343.65,409.7,331.98,339.719,364.769,356.041,367.621,367.409,376.29,382.321,382.17,257.163,375.27,379.949,379.801,382.68,105.528,2.72803,154.325,23.5188,69.2853,65608.6,23.3951,205.316,18.9634,0.0218432,87.1444,2.10816,303.9,139.809,171.9,0,28.8351,193.8,44.2308,204.804,194.101,196.3,1.00062,0,54.2999,47.7711
341,'2016-03-07 12:00:00',223,187.605,342.349,417.4,332.01,338.97,362.07,357.93,369.54,368.79,376.92,383.07,381.39,238.952,371.43,377.94,375.39,377.91,93.6238,2.72161,123.901,23.5264,59.0541,54010.2,20.5326,170.968,14.8815,0.0258,70.749,2.0805,304.2,133.572,174.6,0.02,17.0656,194.4,36.63,201.5,189.5,194.2,1.00275,0,55.91,35.4941
342,2016-03-07 20:00:00',211,222.818,337.121,408.303,334.384,341.788,365.218,357.628,368.701,368.222,376.38,382.948,383.132,249.741,375.602,380.288,378.544,381.359,103.639,2.7286,148.927,23.5343,67.4009,62118.4,23.4606,203.042,18.0498,0.0343193,88.3011,2.07588,304.9,137.166,171.9,0.195733,23.8175,191.703,42.8807,201.897,195.1,197.2,1.00037,0,55.54,42.668
343,2016-03-08 08:00:00',216,226.242,325.754,390.393,334.387,341.912,366.54,358.59,371.612,368.377,377.333,383.379,383.188,245.637,376.504,380.699,379.613,382.387,106.512,2.72861,155.368,23.5137,68.6853,67002.6,22.9531,205.078,18.7496,0.0274483,87.3951,2.07292,304.3,139.628,174.2,0,27.7718,194.3,44.5443,213.907,192.907,196.6,0.994232,0,51.9167,44.5918
344,2016-03-08 20:00:00',214,224.074,325.772,395.289,335.137,342.843,368.033,359.5,370.43,368.723,377.61,383.58,382.553,241.089,376.784,380.506,380.423,383.247,106.863,2.73069,160.466,23.5458,67.9035,64898.7,22.6448,205.813,17.8254,0.02918,81.9322,2.07924,304.6,140.88,172.1,0,25.8837,197.211,44.154,208.5,191.4,195.1,0.998736,0,51.48,41.8732
345,2016-03-09 08:00:00',215,225.601,324.725,386.215,332.28,340.135,365.095,358.389,370.449,366.531,375.63,381.75,381.351,244.198,374.601,380.476,379.128,382.041,101.711,2.72634,157.265,23.4301,69.3542,65967.7,23.8428,203.716,18.4259,0.0283139,86.5018,2.12648,303.369,141.901,174.1,0,28.2324,193.1,43.6988,211.185,194.5,197.685,0.999875,0,52.045,47.0659
346,2016-03-09 20:00:00',221,223.781,324.86,389.581,332.256,339.912,364.71,358.17,370.488,366.93,375.78,381.432,380.82,248.131,375.648,381.447,380.371,382.975,98.1347,2.72799,151.421,23.5482,70.8643,65324.1,22.6962,206.346,19.018,0.0285509,85.1387,2.08794,303,138.931,166.5,0,29.6383,194.6,43.8371,206.381,188.1,192.2,1.0013,0,53.8898,46.4975
347,2016-03-10 08:00:00',212,227.079,325.293,390.2,332.708,340.484,365.46,358.505,370.26,366.57,375.196,381.376,380.393,243.75,375.15,381.602,380.146,382.83,101.006,2.72905,159.012,23.558,70.6703,65474,22.9338,206.082,19.0463,0.0292047,85.8564,2.12653,302.853,140.086,173.8,0,28.2766,194.423,43.5605,209.2,195.4,197.623,0.999971,14.9359,53.9777,45.762
348,2016-03-10 20:00:00',208,225.171,324.928,387.672,333.142,340.496,365.177,356.374,367.273,367.114,375.947,381.862,381.84,255.482,374.627,379.338,379.14,382.453,98.374,2.72866,158.455,23.4332,71.5588,65328.2,25.1254,203.496,19.2839,0.0305,88.4197,2.08753,302.3,140.595,165.9,34.4619,29.0704,192.372,43.3751,203,191.972,194.372,1.00147,0,54.5991,48.3435
349,2016-03-11 08:00:00',214,227,325.035,392.6,332.52,340.35,365.921,355.26,365.569,366.571,375.44,381.72,381.689,255.641,374.1,378.607,378.109,381.637,104.425,2.72778,152.389,23.6022,69.368,65583.6,23.7209,206.892,19.0114,0.0255872,92.4025,2.11319,300.6,141.166,171,0,29.3188,190.4,42.3965,211.558,195.6,197.3,0.999086,0,52.1059,47.5582
350,2016-03-11 20:00:00',214,225.547,325.648,385.136,333.66,341.171,366.821,357.15,368.567,368.13,376.642,382.38,382.279,256.792,375.232,378.886,378.788,382.508,103.152,2.7302,156.4,23.5495,67.2144,65050.6,22.4979,204.755,18.4972,0.0302331,91.7711,2.07818,302.371,141.263,173.8,0,31.9896,190.8,43.7963,210.264,197.6,198.9,0.999705,0,52.4307,48.8082
351,2016-03-12 08:00:00',215,225.821,325.325,384,333.54,341.376,367.83,357.054,367.776,367.014,374.766,381.066,381.15,258.385,373.854,378.192,378.582,382.47,104.29,2.72884,148.587,23.4432,69.5604,65043.6,23.2363,204.204,18.782,0.0295358,90.2722,2.09185,302.5,140.779,173.4,0,29.3971,191.5,43.0339,209.521,195.2,197.2,1.00125,16.1721,52.146,46.0749
352,2016-03-12 20:00:00',213,225.058,325.402,383.244,333.956,341.543,367.253,356.876,367.654,367.757,376.114,382.17,381.78,258.538,373.92,378.096,378.276,382.384,103.45,2.73049,154.224,23.5568,69.1847,65616,23.548,204.566,18.6865,0.0288919,92.0805,2.07828,301.7,140.549,172.8,0,29.0099,192.444,43.1462,207.356,196.1,197.8,0.99925,0,54.2775,45.6318
353,2016-03-13 08:00:00',211,224.06,324.787,383.9,333.797,341.837,368.056,357.03,367.98,367.711,377.01,383.086,382.753,255.106,373.843,378.03,378.257,382.42,101.078,2.7288,151.24,23.3304,70.4681,64489.9,23.0316,203.824,19.7504,0.0282536,95.201,2.09008,301.148,140.174,176.152,0,32.7585,192.2,42.2408,213.048,198.852,199.7,0.998,0,54.0198,51.0936
354,2016-03-13 20:00:00',212,225.185,325.459,378.9,333.629,341.279,366.614,356.744,366.631,367.019,375.437,381.12,381.209,264.609,375.257,378.89,379.262,383.506,98.281,2.72667,155.633,23.494,71.7197,66545,23.0643,204.037,19.55,0.0252536,90.4184,2.11828,302.648,141.662,172.2,0,30.8168,193.252,43.1486,216.148,192.3,194.452,1.00144,0,57.845,49.6726
355,2016-03-14 08:00:00',213,224.516,325.353,378,333.09,340.843,366.116,356.186,366.703,366.823,375.947,382.23,382.05,258.168,374.334,377.87,378.394,382.397,101.877,2.72831,146.191,23.4635,71.5772,66692.2,22.9885,203.96,20.0197,0.0321777,92.9813,2.10486,301.2,139.007,173.956,0,30.2703,192.4,43.62,214.332,197,198.4,1.00006,0,56.376,49.5387
356,2016-03-14 20:00:00',213,225.022,325.98,375.14,332.97,340.434,366.48,355.344,365.448,365.73,374.61,380.826,381.03,257.49,374.556,377.772,378.396,382.554,104.03,2.72716,157.452,23.5181,68.6712,65996.4,23.4846,206.029,18.1944,0.02288,89.6616,2.09345,302.96,140.405,172.24,0,30.0422,193.26,43.734,208.54,195.6,197.9,0.99865,0,54.659,47.4614
357,2016-03-15 08:00:00',219,224.112,324.745,373.5,332.372,340.2,366.63,353.755,363.126,364.061,372.578,378.212,378.21,257.677,373.02,379.582,378.152,380.82,103.208,2.7282,156.889,23.5661,67.7469,67768.8,24.2372,204.66,18.319,0.0244616,87.9089,2.10106,303.6,137.461,171,0,27.8931,191.364,43.4204,209.836,194.9,197.3,0.99775,0,52.9154,46.1436
358,2016-03-15 20:00:00',216,224.657,325.761,367,333.208,340.77,365.52,357.011,368.239,367.091,374.779,380.621,380.391,254.99,374.16,380.052,378.48,382.526,99.1638,2.73031,153.138,23.5421,70.6774,65674.3,24.6534,202.894,19.5712,0.025892,89.7124,2.1208,304.368,140.801,176.2,11.6992,30.0179,190.9,43.215,209.832,195.9,198.6,1,0,54.19,48.5394
359,2016-03-16 08:00:00',213,223.678,325.696,368.382,333.434,340.92,366.166,357.128,368.029,367.178,374.744,380.73,380.255,256.982,374.43,378.529,378.374,382.334,101.925,2.72755,153.007,23.5182,70.2149,66249.8,23.7315,202.393,18.7527,0.0331964,89.7273,2.08758,304.3,141.558,175.7,9.46427,28.5093,189.527,43.4655,212.127,196.8,198.7,1.00216,0,54.1873,46.9769
360,2016-03-16 20:00:00',217,223.648,325.525,368.3,333.84,341.25,365.28,356.873,368.047,367.004,375.27,380.933,381.01,256.738,374.61,377.997,377.981,382.265,98.475,2.72789,146.408,23.5894,72.1563,65393.1,23.614,201.395,20.8822,0.0247509,92.0882,2.11788,304.277,139.539,174.123,12.122,31.1864,188.323,43.1574,214.123,195.6,197.623,0.996,0,55.095,51.651
361,2016-03-17 08:00:00',209,218.681,325.036,374.7,333.491,341.089,366.936,357.06,368.713,367.11,377.081,383.73,383.7,246.675,373.669,377.936,377.182,381,103.225,2.72755,149.177,23.5376,70.1142,65605.9,23.2561,199.661,19.1548,0.0273563,88.7513,2.11875,303.7,142.252,174.519,0,27.1949,189.7,41.414,211.781,194.7,196.9,1.00063,0,54.4822,45.4347
362,2016-03-17 20:00:00',216,221.269,325.311,372.029,332.413,340.028,365.858,355.29,365.743,365.97,374.147,380.713,380.34,251.949,373.436,376.967,377.152,381.347,100.924,2.72586,151.476,23.522,69.7047,64984.7,22.4937,198.933,19.2872,0.0205741,87.2539,2.0778,301.685,142.102,172.8,0,31.4318,192.4,44.511,204.615,193.7,195.8,1.00337,0,52.805,50.2106
363,2016-03-18 08:00:00',218,220.654,326.122,370.9,332.436,340.074,366.36,355.707,366.816,366.648,375.045,381.306,381.09,247.767,373.65,377.988,377.685,381.516,104.46,2.7293,153.891,23.384,67.2874,65201.4,22.449,198.736,18.6572,0.026534,86.1336,2.11275,303.8,143.161,173.09,0.0276,25.8778,190.7,44.588,204.51,192.8,196.1,1.00099,0,53.215,45.9325
364,2016-03-18 20:00:00',214,220.658,328.703,370.005,333.122,340.65,366.99,355.56,366.507,365.548,374.52,380.585,381.39,256.582,375.065,378.518,378.332,381.962,99.5463,2.72798,148.918,23.5025,70.0502,63771.8,22.7534,198.315,19.4905,0.0275387,91.2192,2.08037,303.295,135.475,172.7,0,32.1461,193.405,42.8531,205.995,194.3,197.9,0.995257,0,54.6661,51.2279
